Stock,MSE
INVH,0.2652919541942265
IQV,12.035914174816316
IRM,1.2473433933685707
JBHT,8.239777457719933
JBL,3.150708491059196
JKHY,5.0727436281318665
J,2.871044231480969
JNJ,2.496110189704764
JCI,0.9312263241648535
JPM,4.217331299447265
JNPR,0.16002714188572845
K,0.7059190429087524
KVUE,0.10925275187026981
KDP,0.15022968014592827
KEY,0.16216168377829102
KEYS,9.732411053986292
KMB,2.7094772247849663
KIM,0.1420526874955886
KMI,0.0678891533681455
KKR,2.6708126829759946
KLAC,165.63698164741024
KHC,0.2931963866455489
KR,0.46930762263664116
LHX,11.962367870003828
LH,8.498808714541433
LRCX,2.8035944372370145
LW,4.375714477865329
LVS,1.1477000355412843
LDOS,6.638100105360285
LEN,6.557939395064631
LII,38.16662588255872
LLY,121.51590206170056
LIN,15.593655426594124
LYV,2.999590382386922
LKQ,0.653668143254838
LMT,46.85392427025908
L,0.47776623421166153
LOW,11.338934133091914
LULU,65.22971121899982
LYB,2.592781398291039
MTB,11.826808101745478
MPC,4.20386654252486
MKTX,79.97793691712543
MAR,7.651731023032662
MMC,3.3575676848272957
MLM,45.2904518380338
MAS,1.1111709605172966
MA,24.845406345900855
MTCH,9.249043839649582
MKC,2.043332819909044
MCD,7.046189396032555
MCK,44.65752854442386
MDT,1.4282916267253316
MRK,1.403902403768247
META,55.0414144604995
MET,0.8746374830566608
MTD,558.3091532230786
MGM,0.8096272981952675
MCHP,2.640052889657374
MU,4.763351455205307
MSFT,24.203705086382676
MAA,5.120713385573014
MRNA,72.55688319418235
MHK,8.640063407013493
MOH,33.07164259234821
TAP,0.8484252344430301
MDLZ,0.629782788439963
MPWR,289.2562643612159
MNST,0.4448854940253479
MCO,31.603461176882835
MS,2.179176301978004
MOS,1.2529450092925485
MSI,12.607100140481887
MSCI,82.25689096779567
NDAQ,0.6793866092318938
NTAP,2.225842819494428
NFLX,154.09910972523528
NEM,0.8838110860364813
NWSA,0.14350123737440834
NWS,0.1505734896104666
NEE,1.5720259881037695
NKE,5.511707877940265
NI,0.10837166994610345
NDSN,11.233719507899398
NSC,13.721913730034597
NTRS,3.337694156140654
NOC,53.150817771575674
NCLH,0.46461869169153136
NRG,1.3934803144067114
NUE,7.536596719043084
NVDA,4.30214603093943
NVR,9529.424969896152
NXPI,20.158565108101733
ORLY,133.5251853890413
OXY,1.9066004278806483
ODFL,11.12915262929517
OMC,1.7389338423487717
ON,4.132728404448472
OKE,0.9688971708133698
ORCL,3.154541519153946
OTIS,1.4996187378079078
PCAR,2.3165169555940954
PKG,3.416183500047983
PLTR,1.1649278280716304
PANW,8.468574068642187
PARA,2.3168178687666474
PH,43.03685205358859
PAYX,2.225924040018483
PAYC,51.85576510860582
PYPL,19.275214047694273
PNR,1.3906399765784283
PEP,3.874438552950538
PFE,0.37852466948289837
PCG,0.08312373403955281
PM,2.339773669932477
PSX,3.193117265653957
PNW,0.8875422782586112
PNC,7.019252326829407
POOL,71.32180012420504
PPG,4.900014975190075
PPL,0.09629686585175266
PFG,1.214489239200217
PG,3.005274644489082
PGR,4.979345187264524
PLD,4.770683592791331
PRU,2.110712453172855
PEG,0.7588165292619524
PTC,5.704065059492433
PSA,18.47380135305753
PHM,3.36473432330779
PWR,13.108487020937217
QCOM,10.980261282526182
DGX,3.8016873951674657
RL,10.941165413095932
RJF,3.197699079059725
RTX,1.7193675724823148
O,0.5124566772837105
REG,0.9215682193098597
REGN,115.51436169103654
RF,0.16366400117041144
RSG,2.706044710462305
RMD,11.472593415942711
RVTY,6.51974601127104
ROK,28.75065205313204
ROL,0.3340919862421008
ROP,38.35886272500733
ROST,3.6500850440838426
RCL,7.145564440028193
SPGI,33.68847135855333
CRM,26.47566226484822
SBAC,25.880251030070593
SLB,0.976609363271946
STX,3.0251716508894653
SRE,0.8500327036432983
NOW,237.503958973935
SHW,22.158273971365954
SPG,4.940952965092881
SWKS,8.292074732520762
SJM,4.558467264279289
SNA,16.841138447478393
SO,0.6903132714348326
LUV,0.5869643983481525
SWK,5.496865358115554
SBUX,2.8500048685889987
STT,2.2659434897155513
STLD,3.739082329655788
STE,9.97650521599576
SYK,14.479851589047822
SMCI,8.166338537672681
SYF,0.8672088292842847
SNPS,95.58137674197422
SYY,1.267067368631813
TMUS,3.294951430537886
TROW,6.205302266961899
TTWO,9.199791644365357
TPR,0.9588360910683777
TRGP,2.993733070336361
TGT,34.66347467309987
TEL,4.664405137033606
TDY,35.1264802269839
TFX,19.93467744673165
TER,9.751799164007897
TSLA,105.45649467348157
TXN,7.374308600153293
TPL,716.5380010866626
TXT,1.2359302144974893
TMO,62.410162406192704
TJX,1.1276643804038684
TSCO,0.5730917692311465
TT,13.787822502628897
TDG,223.04526998852714
TRV,7.622017412897018
TRMB,1.3700217979017695
TFC,0.7703811784279827
TYL,63.81049258670713
TSN,1.3917700525804082
USB,0.6304853946138829
UBER,1.7241470283262408
UDR,0.43342703181386105
ULTA,82.68366438444694
UNP,10.36202916551321
UAL,1.9757681816634949
UPS,11.734527691032554
URI,86.10133756872354
UNH,54.47086048282997
UHS,8.146945360406177
VLO,5.775366994478874
VTR,0.5599718436347842
VLTO,3.3066968326208843
VRSN,6.802705288353236
VRSK,8.281980135373827
VZ,0.31410690266063035
VRTX,24.8478253053956
VTRS,0.12239405031692781
VICI,0.14921320197891189
V,10.710510251982175
VST,4.093941527648211
VMC,9.647074386418739
WRB,0.49668088034280095
GWW,135.1347241332465
WAB,2.868372859671182
WBA,0.770811601405243
WMT,0.42161415195595126
DIS,6.286186876947394
WBD,1.8685277621239529
WM,4.616750635441998
WAT,27.182606996514657
WEC,1.143055326578521
WFC,0.7079767670610755
WELL,1.6647196164592628
WST,49.054015746472786
WDC,1.8674563877792658
WY,0.2720558794853424
WMB,0.2399333728713727
WTW,7.641539541389222
WDAY,25.8129962795409
WYNN,5.085235709439918
XEL,0.5747993786456782
XYL,2.5091661998880626
YUM,2.282908819281749
ZBRA,72.80463289641129
ZBH,2.8581700034510686
ZTS,7.739162394754579
